470,-1493.2729,466.8754,7.1792,359.6406,43,0 ; 
470,-1456.7275,456.4803,7.1827,1.8612,43,0 ; 
470,-1433.3401,455.8417,7.1754,359.2850,43,0 ; 
433,-1424.8402,457.6088,7.6209,359.6164,43,0 ; 
433,-1402.0039,460.9283,7.6209,0.1365,43,0 ; 
470,-1387.7540,457.1161,7.1786,356.7607,43,0 ; 
548,-1269.9818,501.5400,18.8272,88.8878,43,0 ;
548,-1415.5240,517.8834,19.8976,270.0524,1,1 ;
497,-1679.7035,706.0008,30.7781,89.8724,0,1 ;
523,-1576.0360,673.7034,6.7563,174.5967,0,0 ; 
523,-1575.9231,650.4584,6.7582,0.9076,0,0 ; 
597,-1593.6233,651.7213,6.9566,1.3899,0,1 ; 
597,-1622.5198,651.7484,6.9555,359.8126,0,1 ; 
427,-1634.3652,653.2300,7.3195,359.8379,0,1 ; 
597,-1573.9720,726.4003,-5.4722,91.1968,0,1 ; 
523,-1612.2233,674.1516,6.7545,184.0847,0,0 ; 
427,-1600.1411,678.0489,-5.1103,1.1345,0,1 ; 
597,-1596.5836,749.3448,-5.4725,178.5932,0,1 ; 
416,-2643.2285,630.0392,14.6034,87.3837,1,3 ; 
416,-2683.8833,628.2059,14.6035,272.5255,1,3 ; 
416,-2668.5364,610.7019,14.6043,179.8035,1,3 ; 
416,-2639.3809,609.7971,14.6020,180.4547,1,3 ;
544,-2053.1836,75.5582,28.6258,91.8533,3,1 ;
544,-2020.6779,75.7322,28.2849,270.8804,3,1 ;
544,-2020.4115,92.3531,28.1826,271.5041,3,1 ;
472,-1165.9481,376.5309,0.1491,315.1259,56,53 ;
472,-1421.6274,285.5732,-0.2879,265.8000,46,26 ;
472,-1653.0968,254.7862,0.2592,268.0484,112,20 ;
597,-1606.3083,673.1804,6.9553,179.1846,0,1 ; 
427,-1582.2726,672.2101,7.3207,180.9814,0,1 ;
470,-1383.2446,457.2296,7.1794,359.1241,43,0 ;
597,-1610.8358,651.5052,6.9564,359.9975,0,1 ; 
597,-1622.9977,653.4961,-5.4742,89.9343,0,1 ; 
597,-1639.4895,677.9890,-5.4743,269.9376,0,1 ; 
548,-1415.3323,492.7466,19.8676,271.5521,1,1 ; 
548,-1304.2273,507.9386,19.8769,269.1332,1,1 ; 
433,-1362.9229,458.9281,7.6241,357.4277,43,0 ; 
433,-1529.5907,457.3813,7.6238,358.3718,43,0 ;
