519,1806.1066,-2406.8108,14.4731,220.1901,1,1 ; 
519,1851.0873,-2397.0818,14.4738,221.0776,1,1 ; 
519,1881.2903,-2364.6726,14.4760,231.6925,1,1 ; 
593,1990.4940,-2400.4700,14.0069,126.8314,58,8 ; 
593,1991.9357,-2377.5691,14.0096,111.9823,19,33 ; 
593,1994.2283,-2329.9182,14.0074,123.6920,68,8 ; 
593,1993.0359,-2307.1487,14.0073,121.4826,2,1 ; 
485,2005.4028,-2340.4004,13.2026,353.8798,1,74 ; 
485,1944.1885,-2234.3225,13.2017,358.4947,1,75 ; 
485,1893.2838,-2320.5076,13.2070,285.2385,1,76 ; 
485,1882.2479,-2390.3965,13.2133,266.7464,1,77 ; 
485,1915.2466,-2643.3474,13.2050,2.2446,1,78 ; 
553,1944.5242,-2639.1465,14.8823,28.0299,55,23 ; 
553,1984.2778,-2637.7561,14.8831,9.0602,94,116 ; 
553,2019.7615,-2642.5803,14.8759,318.3256,128,7 ; 
476,2124.7380,-2418.2964,14.2641,205.4615,7,6 ; 
476,2142.8672,-2434.3076,14.2587,144.2144,1,6 ; 
476,2107.1399,-2417.1648,14.2647,150.9743,135,14 ; 
476,2083.0217,-2429.4854,14.2543,182.9969,119,117 ; 
510,2081.9866,-2359.7229,13.1551,64.1485,39,39 ; 
510,1866.6115,-2660.4602,13.1552,18.6151,6,6 ; 
513,1881.0273,-2632.3281,14.0996,40.9586,21,36 ; 
513,1891.9824,-2632.7056,14.1085,332.5663,138,122 ; 
593,1840.4315,-2631.8525,14.0080,319.2033,22,1 ; 
593,1822.1689,-2629.8713,14.0076,35.6965,36,8 ; 
593,1806.7133,-2630.3167,14.0037,32.0461,51,1 ; 
476,1752.8643,-2632.2061,14.2631,1.4834,103,102 ; 
481,1698.6532,-2692.0225,13.0592,256.1956,26,1 ; 
485,1707.5415,-2646.3325,13.2052,359.6846,1,73 ; 
487,1716.0422,-2437.5767,13.7316,148.7897,18,108 ; 
487,1737.4827,-2432.7019,13.7340,192.0326,24,78 ; 
487,1752.5586,-2452.2275,13.7322,147.2027,54,29 ; 
417,1636.0142,-2409.7209,13.6266,193.2301,0,0 ; 
417,1655.8718,-2410.4551,13.6350,156.9428,0,0 ; 
510,1600.9696,-2395.0103,13.2262,298.2056,28,28 ; 
497,1575.9307,-2408.7253,13.7347,153.2041,0,1 ; Police Maverick
497,1554.8207,-2406.4417,13.7308,190.6669,0,1 ; Police Maverick 2
