487,-2227.7432,2327.1260,7.7581,178.6620,29,42 ;
400,-2272.3713,2285.2505,4.9224,270.0000,120,123 ;
400,-2251.1697,2284.9854,4.9106,91.8943,62,1 ;
418,-2251.1719,2290.9373,4.9096,270.3710,108,108 ;
587,-2272.0286,2300.4329,4.5463,89.7395,53,1 ;
581,-2184.2810,2418.5032,4.6261,225.5440,36,1 ;
484,-2227.5676,2446.2383,0.2238,229.2436,40,26 ;
454,-2323.5996,2492.2419,-0.0163,230.2643,26,26 ; 
454,-2238.8279,2533.3970,0.0677,228.0608,26,26 ; 
454,-2235.0234,2394.8408,0.2049,225.3403,26,26 ; 
484,-2222.4343,2399.7363,0.3907,47.6966,50,32 ; 
484,-2211.9019,2412.5371,0.3222,45.0241,66,36 ; 
484,-2035.5737,2337.9326,0.3638,93.8940,66,36 ; 
460,-2044.7676,2348.1140,1.5708,85.2721,46,23 ; 
492,-2351.7927,2438.0439,7.5216,326.6075,81,27 ; 
484,-2319.6973,2297.0566,0.1447,177.2915,66,36 ; 
524,-2380.8870,2370.3657,4.4518,109.2159,83,66 ; 
525,-2451.8999,2302.0273,4.8566,90.9255,1,1 ; 
541,-2621.1914,2250.5889,8.0296,183.8325,123,1 ; 
541,-2616.7476,2250.0974,7.8063,184.5472,22,1 ; 
554,-2609.3669,2251.1685,8.2939,182.2681,12,32 ; 
446,-2597.6831,2231.7883,-0.5205,262.0586,1,22 ; 
581,-2632.2297,2299.0674,8.0274,266.4473,54,1 ; 
587,-2500.2227,2326.0215,4.6304,267.2316,95,1 ; 
409,-2492.2183,2410.7954,16.2328,29.6430,1,1 ; 
581,-2635.7234,2423.7803,13.5265,165.2141,36,1 ; 
419,-2472.6233,2490.2595,17.5856,1.8418,69,76 ;
419,-2455.7502,2489.7153,16.0495,2.9791,87,76 ; 
400,-2471.6484,2511.5083,17.8420,178.3649,84,110 ; 
421,-2377.9495,2410.4937,8.1698,324.3596,52,66 ;
493,-2417.5188,2297.3801,-0.1381,265.4497,36,13 ; 
493,-2417.7244,2291.5913,-0.2166,266.5734,36,13 ; 
493,-2418.0994,2286.5984,0.1419,268.6934,36,13 ; 
587,-2426.7017,2346.5630,5.0736,282.6106,40,84 ; 
587,-2446.9214,2224.6204,4.6071,179.3380,118,1 ; 
496,-2440.6040,2224.3320,4.5603,179.5986,0,0 ; 
480,-2470.7988,2224.3967,4.6180,180.6733,53,53 ; 
477,-2482.4893,2224.7783,4.5955,179.0414,75,1 ; 
530,-2509.7058,2369.0825,4.7508,179.0875,110,1 ; 
473,-1374.8508,2116.4690,40.4058,319.3678,56,53 ; 
473,-1366.9723,2106.8796,40.2918,315.0820,56,53 ; 
573,-1804.4702,2045.1581,9.6246,294.1870,91,38 ; 
468,-1824.8999,2035.1219,8.3037,212.8331,46,46 ; 
453,-1854.5022,2098.8430,-0.2039,102.5433,56,56 ; 
453,-1860.6494,2115.2981,-0.3292,107.9941,56,56 ; 
453,-1869.9406,2128.6624,-0.2785,113.4106,56,56 ; 
444,-1871.3125,2166.4583,4.9119,130.7896,32,42 ; 
444,-1877.4138,2173.9583,4.4635,128.7793,32,66 ; 
445,-1940.1118,2393.2588,49.3672,291.4925,39,39 ; 
482,-1934.0543,2377.3718,49.6189,290.8993,34,34 ;
482,-865.7496,1541.4736,22.7941,89.7060,109,1 ;
602,-865.9515,1547.8240,23.0657,268.7399,75,77 ; 
602,-866.0584,1563.5151,24.3648,269.9845,32,1 ; 
420,-866.0000,1557.1432,23.8370,269.2511,6,1 ; 
400,-904.0693,1546.9365,26.0011,270.6434,36,1 ; 
400,-880.8666,1518.9015,26.0064,84.4363,113,1 ; 
