485,-1644.8495,-593.8191,13.8045,244.2475,1,74 ; 
485,-1433.6989,-639.9345,13.8059,351.8341,1,74 ; 
485,-1354.3955,-426.7434,13.8022,293.6214,1,74 ; 
485,-1284.1956,60.9789,13.8074,96.5168,1,74 ; 
485,-1556.3772,-156.9351,13.8067,135.6197,1,74 ;
592,-1562.6097,-191.8931,15.3402,135.3354,1,1 ;
583,-1467.6941,-68.7159,13.6890,135.9720,1,1 ; 
583,-1438.1007,-178.1787,13.6843,333.7912,1,1 ; 
583,-1396.8986,-226.8979,13.6890,329.7987,1,1 ; 
583,-1634.3322,-377.9814,13.6890,335.1347,1,1 ; 
583,-1299.0438,-286.9009,13.6891,341.6255,1,1 ;
525,-1354.0233,-375.1031,14.0255,263.6050,18,20 ; 
513,-1285.7555,24.0493,14.6993,121.8480,21,36 ; 
513,-1260.6040,7.5347,14.7070,118.6241,21,36 ; 
511,-1704.6077,-239.2016,15.5222,314.2837,4,90 ;
476,-1367.2609,-485.4558,14.8787,209.5813,7,6 ; 
476,-1440.4191,-526.5578,14.8939,207.2082,1,6 ;
519,-1371.1775,-232.3967,15.0767,315.6230,1,1 ; 
519,-1341.1079,-254.3787,15.0773,321.6316,1,1 ; 
420,-1472.3452,-272.3332,13.7749,78.9964,6,1 ; 
420,-1459.8147,-275.6010,13.8146,65.6229,6,1 ; 
420,-1439.7112,-284.8562,13.8131,58.6121,6,1 ; 
420,-1421.4268,-298.8921,13.7817,46.1681,6,1 ;
519,-1331.5316,-618.3227,15.0629,325.7105,1,1 ; 
593,-1384.5905,-625.2684,14.6115,321.7572,58,8 ; 
511,-1449.8151,-617.1895,15.5199,329.7999,12,60 ; 
593,-1325.9851,-276.6170,14.6107,296.5465,60,1 ; 
563,-1598.6353,-615.8722,14.8537,276.2098,1,6 ;
476,-1426.4314,-518.3584,14.8958,180.5740,119,117 ;
513,-1281.6588,-627.3807,14.6996,356.9070,21,36 ;
519,-1299.0974,-353.5505,15.0716,278.4124,1,1 ; 
487,-1182.6599,22.4607,14.3251,45.0604,29,42 ;
417,-1222.6132,-11.1500,14.2353,42.9828,0,0 ;
544,-1258.5739,68.2615,14.3863,43.9776,3,1 ; 
544,-1262.4766,64.5995,14.3817,43.9013,3,1 ;
