413,327.8443,-1809.2729,4.5733,359.3342,91,1 ; 
439,311.7234,-1809.8577,4.3552,179.9755,54,38 ; 
496,334.3875,-1788.6018,4.7803,358.1175,41,41 ; 
414,383.4589,-1740.6958,8.8571,358.6929,28,1 ; 
467,740.4370,-1793.5476,12.9180,349.2087,58,8 ; 
473,823.7594,-2066.2686,-0.1017,112.6381,56,53 ; 
467,892.0507,-1797.3351,13.4070,175.4098,60,1 ; 
467,944.9136,-1813.5590,13.0146,350.0614,68,8 ; 
491,1096.8945,-1878.8030,13.3031,178.1535,71,72 ; 
496,1206.2454,-1879.0792,13.3341,88.5190,77,26 ; 
541,288.7144,-1158.0404,80.5349,221.9677,0,6 ; 
589,346.9617,-1197.2283,76.2875,25.8040,70,100 ; 
411,407.0925,-1151.5203,76.6354,148.1414,130,130 ; 
562,481.5187,-1089.5427,82.1051,359.1924,0,3 ; 
426,565.9165,-1067.1946,73.1332,35.3833,42,42 ; 
451,228.7167,-1398.7766,51.2917,51.4378,131,74 ; 
429,133.9096,-1492.1663,18.5958,57.1215,119,1 ; 
562,150.7156,-1473.8826,24.9243,5.9389,111,118 ; 
411,166.3856,-1340.8578,69.4391,190.4770,128,51 ; 
603,172.0262,-1341.3418,69.5661,168.2207,44,40 ; 
429,248.8978,-1355.4116,52.8828,279.1667,53,53 ; 
451,251.6047,-1359.8792,52.7134,300.5452,17,117 ; 
562,299.8025,-1331.8171,53.2744,72.7622,44,80 ; 
405,406.4772,-1264.2565,50.2499,24.0160,24,1 ; 
535,423.6223,-1266.3209,51.3450,21.9438,54,77 ; 
477,261.5547,-1220.3823,74.6478,183.4546,99,100 ; 
535,276.9328,-1267.3054,73.7098,302.5802,6,4 ; 
496,280.3806,-1255.7952,73.6166,281.7693,46,66 ; 
411,282.9343,-1160.4200,80.6401,223.5830,42,42 ; 
589,569.3154,-1131.7330,50.2950,243.4572,42,39 ; 
411,617.2254,-1102.6525,46.5131,126.8061,64,1 ; 
562,687.5812,-1072.8162,49.1274,62.7814,76,45 ; 
496,724.4913,-995.4954,52.3857,89.4483,79,110 ; 
545,795.9840,-840.3973,60.4526,174.5740,31,96 ; 
522,846.9828,-905.6497,68.3458,342.5805,138,94 ; 
534,831.9914,-858.8560,69.6527,199.3811,65,44 ; 
535,839.4457,-893.5928,68.5340,21.2260,3,1 ; 
477,912.5916,-832.0980,92.1407,218.1897,108,127 ; 
429,942.3409,-842.2905,93.9553,49.3921,107,69 ; 
429,934.4840,-856.8366,93.1734,204.4157,135,30 ; 
562,966.6584,-842.2115,95.4213,208.6852,103,88 ; 
451,979.1476,-831.5278,95.3282,27.7639,22,108 ; 
589,1024.2820,-777.6995,102.7277,142.3072,128,91 ; 
429,1028.9191,-810.0178,101.6239,200.6103,20,71 ; 
522,1099.2415,-818.4706,86.5177,153.5570,135,31 ; 
522,1256.5295,-804.6979,83.7138,117.1748,116,130 ; 
541,1248.1569,-804.1443,83.7656,167.9414,24,3 ; 
487,1291.7155,-786.8652,96.6376,1.5839,29,42 ; 
589,1352.0870,-622.1930,108.8587,24.2312,125,64 ; 
477,1460.3851,-633.6793,95.5530,179.4419,0,1 ; 
411,1108.8185,-732.7200,100.2283,87.5487,116,1 ; 
429,1515.2770,-695.3987,94.4297,99.0699,3,1 ; 
522,1518.6567,-688.1443,94.3202,127.6349,134,60 ; 
535,1516.9452,-765.4361,79.7405,142.5422,66,1 ; 
458,1530.6602,-814.2603,71.8145,269.5966,125,32 ; 
560,1536.7003,-841.9440,64.3992,91.2450,101,95 ; 
506,1515.6777,-879.8586,61.2318,73.2864,106,83 ; 
451,1464.4681,-902.8252,54.5429,174.4412,27,31 ; 
429,1429.4169,-883.6697,50.4307,45.8139,103,37 ; 
589,1088.9662,-644.2655,113.1492,338.4004,20,50 ; 
424,1113.3992,-657.0714,113.2539,1.8936,24,53 ; 
411,1048.4277,-639.6287,119.8443,62.9709,81,124 ; 
550,1038.2852,-640.5812,119.9407,3.9959,18,96 ; 
558,1011.0540,-659.9860,120.7726,34.0075,131,53 ; 
562,1006.7906,-663.9238,120.8018,212.6702,68,8 ; 
560,946.7752,-705.8109,121.9154,208.3881,17,1 ; 
535,912.4982,-665.0076,116.7563,234.0564,136,91 ; 
477,866.9702,-712.0836,105.4297,301.5712,75,1 ; 
518,851.5046,-741.6164,94.8512,223.7018,13,1 ; 
603,887.4414,-782.3810,101.1163,325.3539,58,1 ; 
534,834.7188,-754.2109,85.0352,221.3681,120,0 ; 
545,856.4266,-825.8338,89.3121,35.0684,23,94 ; 
545,812.7324,-768.6061,76.6226,240.9842,12,12 ; 
562,792.6622,-824.7413,69.7717,10.8903,101,4 ; 
405,211.8928,-1419.0681,13.1531,135.6236,24,1 ; 
461,203.5655,-1441.0552,12.6881,319.3540,43,1 ; 
482,216.6308,-1431.9065,13.3691,313.9951,48,48 ; 
462,338.6057,-1340.7114,14.1075,116.4867,53,61 ; 
439,343.3987,-1353.3427,14.4033,299.2459,43,21 ; 
542,412.7446,-1318.5144,14.6645,210.7711,112,131 ; 
521,411.1232,-1311.2087,14.5024,140.9818,36,0 ; 
562,500.5935,-1304.4486,16.8673,309.5460,19,113 ; 
521,531.3096,-1315.9927,16.8135,188.1211,74,74 ; 
589,534.3378,-1291.4104,17.0133,1.2697,127,47 ; 
463,542.3274,-1292.8159,16.7824,341.9847,79,3 ; 
496,556.2568,-1291.2498,17.0149,180.9516,61,21 ; 
461,587.8506,-1279.8562,15.9628,75.5049,57,94 ; 
463,588.5497,-1282.7085,15.7110,71.1037,20,60 ; 
589,569.1940,-1264.3147,16.4483,105.7125,75,1 ; 
474,580.0232,-1310.1290,13.6310,190.1793,54,114 ; 
429,760.3118,-1026.9938,23.8337,171.0469,25,78 ; 
411,825.8176,-1006.6130,27.4827,38.8900,123,1 ; 
429,973.4509,-930.9051,42.1739,91.9582,71,134 ; 
463,892.2068,-944.0689,41.3930,346.6371,46,55 ; 
496,1039.0024,-925.8621,42.0801,3.8901,95,87 ; 
