513,291.1346,2535.5850,17.3778,180.2974,21,36 ; Stuntplane
512,324.4324,2535.6506,17.5121,181.8785,89,91 ; Cropduster
476,403.6754,2456.9727,16.7825,357.7751,15,123 ; Rustler
417,364.4265,2535.2258,16.7616,143.5451,0,0 ; Leviathan
586,423.4558,2541.1025,15.9887,339.6539,10,1 ; Wayfarer
543,385.2093,2603.5049,16.3080,192.7106,67,8 ; Sadler
468,383.9264,2590.5933,16.1533,275.5223,46,46 ; Sanchez
473,260.6835,2936.9685,0.1290,358.4063,56,53 ; Dinghy
586,-237.9596,2595.8259,62.2231,181.1165,122,1 ; Wayfarer
468,-146.0389,2681.6436,62.0454,272.4597,46,46 ; Sanchez
429,-213.1005,2609.1829,62.3828,359.8650,13,13 ; Banshee
600,-201.2879,2594.7170,62.4220,1.1029,32,8 ; Picador
489,-270.6937,2675.0889,62.7954,251.3489,14,123 ; Rancher
471,-165.8631,2715.0740,61.9532,88.0077,103,111 ; Quad
420,-208.3269,2723.9990,62.4695,267.2648,6,1 ; Taxi
489,-290.5132,2721.2917,62.4475,181.4169,112,120 ; Rancher
463,-322.7055,2671.4551,62.2949,179.9792,79,79 ; Freeway
489,-303.7003,2683.5918,62.7898,180.7489,120,123 ; Rancher
468,-255.1318,2766.75,61.9963,181.5453,3,3 ; Sanchez
604,-171.7224,2759.3877,62.4067,24.1882,2,76 ; Glendale (Shit)
424,-17.3881,2355.6077,23.8879,143.4369,3,2 ; BF Injection
470,304.7515,1839.3784,17.5989,336.0933,43,0 ; Patriot
433,301.7500,1863.8750,18.0533,360.0000,43,0 ; Barracks
548,296.0859,1925.9017,19.3104,236.2604,1,1 ; Cargobob
548,314.9759,2046.6259,19.2481,157.8634,1,1 ; Cargobob
548,350.5939,1984.1194,19.3047,92.2205,1,1 ; Cargobob
470,282.3898,1955.3890,17.6341,270.8638,43,0 ; Patriot
543,-210.2042,2609.1667,62.5216,181.2800,32,8 ; Sadler
482,-528.5228,2571.3865,53.5349,269.2740,32,32 ; Burrito
424,-527.7629,2604.1191,53.1937,271.2167,2,2 ; BF Injection
411,-519.1963,2617.6292,53.1448,90.1552,64,1 ; Infernus
600,-421.8827,2225.4055,42.0774,180.3449,8,90 ; Picador
568,-363.7965,2215.8901,42.3509,72.2219,9,39 ; Bandito
568,-366.0048,2213.4297,42.3455,69.9285,17,1 ; Bandito
471,-399.0436,2252.6685,41.8178,300.8135,120,112 ; Quad
461,-301.5291,1777.7788,42.2720,92.8800,37,1 ; PCJ-600
468,-290.4525,1746.2904,42.3604,91.2906,3,3 ; Sanchez
508,-302.0461,1755.6252,43.0626,271.1350,1,1 ; Journey
568,-162.9634,1673.1277,14.4768,202.5489,21,1 ; Bandito
508,-285.4013,1562.1003,75.7344,137.1875,1,1 ; Journey
468,-307.6941,1556.6575,75.0275,45.6280,46,46 ; Sanchez
424,-299.3567,1577.7837,75.1395,313.4809,3,2 ; BF Injection
478,-336.6758,1514.6866,75.3520,180.0568,45,1 ; Walton
495,-359.6404,1596.7112,77.3610,356.9484,115,43 ; Sandking
477,-333.5037,1515.0670,75.1135,180.8090,94,1 ; ZR-350
421,-291.1455,1308.1112,53.8199,82.9306,71,72 ; Washington
581,-291.5828,1293.2133,53.2624,258.5006,58,1 ; BF-400
403,-290.1071,1317.4010,55.3024,262.6769,24,77 ; Linerunner
433,277.9318,2020.2458,18.0773,271.3422,43,0 ; Barracks
433,277.5226,2025.6991,18.0772,270.0389,43,0 ; Barracks
470,183.5019,1930.6356,17.8497,181.7918,43,0 ; Patriot
470,270.1317,1830.0344,17.6344,143.8543,43,0 ; Patriot
470,121.0928,1926.0619,19.0886,306.0423,43,0 ; Patriot
470,103.0628,1914.8339,18.3727,40.8428,43,0 ; Patriot
468,140.1879,1893.0078,18.0574,274.7855,6,6 ; Sanchez
468,136.2435,1892.8341,18.0553,270.1823,46,46 ; Sanchez
470,134.6078,1849.7643,17.6816,91.4023,43,0 ; Patriot
433,301.8881,1877.5836,18.0772,359.7517,43,0 ; Barracks
548,359.2137,1913.9470,19.2744,133.3756,1,1 ; Cargobob
586,-89.7496,1365.3422,9.7936,285.2903,10,1 ; Wayfarer
466,-85.4119,1340.1921,10.5036,7.1843,68,76 ; Glendale
468,9.3781,1377.7744,8.8402,294.2037,6,6 ; Sanchez
422,833.7327,840.1547,11.8228,24.4117,101,25 ; Bobcat
543,830.2897,838.6003,11.3841,23.9283,43,8 ; Sadler
468,827.4531,860.1788,12.0124,109.8286,46,46 ; Sanchez
422,836.8755,842.0146,12.0941,26.4861,111,31 ; Bobcat
468,580.7761,864.2721,-43.7228,275.0642,53,53 ; Sanchez
468,631.1497,894.8027,-43.2460,149.4182,3,3 ; Sanchez
543,683.0380,839.5352,-43.1469,55.1710,67,8 ; Sadler
543,576.0908,872.8019,-43.8402,181.5102,8,90 ; Sadler
554,486.3824,859.6133,-29.9394,199.5197,45,32 ; Yosemite
468,325.5537,854.3142,20.0746,292.9197,46,46 ; Sanchez
422,374.6481,870.9434,20.3944,29.1111,67,59 ; Bobcat
554,368.3893,869.1057,20.4881,353.6958,34,30 ; Yosemite
468,446.0428,914.1238,-8.4729,4.2421,3,3 ; Sanchez
408,-82.4225,1133.9078,20.2849,89.4278,26,26 ; Trashmaster
600,-140.4019,1132.2213,19.4622,166.3078,43,8 ; Picador
402,-177.5177,1219.8247,19.5739,89.4745,13,13 ; BUffalo
478,-247.5334,1183.9092,19.7249,89.9570,59,1 ; Walton
420,-131.1938,1216.3356,19.5211,273.1837,6,1 ; Taxi
463,-86.8976,1222.4147,19.2826,1.5395,84,84 ; Freeway
475,-34.2045,1166.1117,19.2470,180.8655,9,39 ; Sabre
479,-14.0528,1219.9521,19.1505,180.8122,59,36 ; Regina
508,5.5720,1164.8835,19.9813,180.1032,1,1 ; Journey
546,70.3248,1218.6127,18.5363,344.9671,78,38 ; Intruder
