596,1554.5928,-1615.0944,13.1075,143.0,0,1 ; 
596,1560.2781,-1614.7255,13.1065,143.0,0,1 ; 
596,1565.3577,-1615.1208,13.1006,143.0,0,1 ; 
596,1570.3990,-1615.1421,13.1035,143.0,0,1 ; 
596,1575.5455,-1615.0767,13.1051,143.0,0,1 ; 
427,1600.4679,-1607.5685,13.6005,88.3196,0,1 ; 
427,1599.9907,-1613.6184,13.5959,89.1377,0,1 ; 
427,1600.0579,-1619.9817,13.5981,89.7130,0,1 ; 
427,1599.8956,-1626.2255,13.5964,89.2148,0,1 ; 
596,1602.4196,-1683.8865,5.6119,269.8652,0,1 ; 
596,1591.4985,-1711.0421,5.6128,0.0437,0,1 ; 
596,1602.2015,-1687.9944,5.6107,89.8454,0,1 ; 
596,1602.0392,-1692.0045,5.6110,89.1947,0,1 ; 
596,1595.4047,-1711.5936,5.6116,180.3378,0,1 ; 
523,1582.1798,-1667.0845,5.4650,240.5349,0,0 ; 
523,1582.3419,-1669.2539,5.4650,239.3729,0,0 ; 
523,1582.1704,-1671.2072,5.4657,237.9856,0,0 ; 
523,1582.1514,-1673.4630,5.4652,238.0086,0,0 ; 
574,1526.7522,-1655.7896,5.6158,270.8942,26,26 ; 
574,1526.7056,-1652.4664,5.6158,270.6263,26,26 ; 
574,1526.5553,-1642.8456,5.6158,180.3993,26,26 ; 
574,1530.7841,-1642.8046,5.6158,179.2186,26,26 ; 
416,2033.1270,-1432.2743,17.2845,180.0169,1,3 ;
416,2016.3477,-1414.9769,17.1412,86.7151,1,3 ;
